loss: 2.3025850929940455, accuracy: 0.0959 
loss: 0.3634532726350864, accuracy: 0.898 
loss: 0.3616384826980858, accuracy: 0.8991 
loss: 0.36192748002517017, accuracy: 0.8988 
loss: 0.36002444954031465, accuracy: 0.8997 
loss: 0.3588995904900986, accuracy: 0.9001 
loss: 0.3566722175521041, accuracy: 0.9008 
loss: 0.3561865372143706, accuracy: 0.9006 
loss: 0.3549291643900857, accuracy: 0.901 
loss: 0.3533637062599732, accuracy: 0.9012 
loss: 0.352410969683117, accuracy: 0.9016 
loss: 0.35213638191121044, accuracy: 0.9017 
loss: 0.35107641608140805, accuracy: 0.9023 
loss: 0.35024041219113433, accuracy: 0.9027 
loss: 0.35006557868189514, accuracy: 0.9034 
loss: 0.3486302347646757, accuracy: 0.9035 
loss: 0.3486164674544035, accuracy: 0.9031 
loss: 0.34740621878476985, accuracy: 0.9037 
loss: 0.3470052395604779, accuracy: 0.9041 
loss: 0.3464527807050924, accuracy: 0.9031 
loss: 0.34612949759066225, accuracy: 0.9042 
loss: 0.3451927133767633, accuracy: 0.9045 
loss: 0.3446059429638847, accuracy: 0.9044 
loss: 0.34358945315575506, accuracy: 0.9041 
loss: 0.3431177083640103, accuracy: 0.9047 
loss: 0.34210081082519056, accuracy: 0.9039 
loss: 0.3418319529941435, accuracy: 0.9047 
loss: 0.34069761104196716, accuracy: 0.905 
loss: 0.34108823325563187, accuracy: 0.9051 
loss: 0.33978939343706327, accuracy: 0.9051 
loss: 0.339178316742323, accuracy: 0.9052 
loss: 0.3382369745481161, accuracy: 0.9063 
loss: 0.3383657279791902, accuracy: 0.9055 
loss: 0.3376276569335684, accuracy: 0.9071 
loss: 0.33734428523095994, accuracy: 0.9068 
loss: 0.3371115853373068, accuracy: 0.9052 
loss: 0.3357487339232002, accuracy: 0.9063 
loss: 0.3350823696810507, accuracy: 0.9068 
loss: 0.3341061995552931, accuracy: 0.9065 
loss: 0.3337103841519221, accuracy: 0.9078 
loss: 0.33359526244290266, accuracy: 0.9069 
loss: 0.3328238214390476, accuracy: 0.9073 
loss: 0.3319371991918293, accuracy: 0.9076 
loss: 0.33073174498537783, accuracy: 0.9082 
loss: 0.3312602887378528, accuracy: 0.9075 
loss: 0.3304499355920461, accuracy: 0.9084 
loss: 0.33005512196841635, accuracy: 0.9083 
loss: 0.32924228087213786, accuracy: 0.9084 
loss: 0.32935429954601325, accuracy: 0.9085 
loss: 0.32882196862175544, accuracy: 0.9085 
loss: 0.32798666102461527, accuracy: 0.9096 
loss: 0.32803994523450186, accuracy: 0.9078 
loss: 0.3274689844903136, accuracy: 0.9088 
loss: 0.32766541386121084, accuracy: 0.9087 
loss: 0.3263854784906833, accuracy: 0.9097 
loss: 0.32700994288745294, accuracy: 0.9094 
loss: 0.32612073818693366, accuracy: 0.9092 
loss: 0.32613976401396333, accuracy: 0.9092 
loss: 0.32470436553828347, accuracy: 0.9093 
loss: 0.3247161262237183, accuracy: 0.91 
loss: 0.32367762364315006, accuracy: 0.9095 
loss: 0.32368432989753315, accuracy: 0.9105 
loss: 0.32316174355229466, accuracy: 0.9094 
loss: 0.3235113577449002, accuracy: 0.9107 
loss: 0.32251884656611685, accuracy: 0.9099 
loss: 0.3228554669164317, accuracy: 0.9105 
loss: 0.32161203328807797, accuracy: 0.9102 
loss: 0.32086221397134296, accuracy: 0.9105 
loss: 0.3208069254263128, accuracy: 0.9115 
loss: 0.3202916073639657, accuracy: 0.9106 
loss: 0.32025058385847827, accuracy: 0.9108 
loss: 0.31921209772330894, accuracy: 0.9114 
loss: 0.3191087922681899, accuracy: 0.9113 
loss: 0.31821615709321965, accuracy: 0.9119 
loss: 0.3186833858989081, accuracy: 0.911 
loss: 0.31727385849069023, accuracy: 0.9127 
loss: 0.3175783672224933, accuracy: 0.9125 
loss: 0.31714502395018673, accuracy: 0.9122 
loss: 0.31592021828124855, accuracy: 0.9135 
loss: 0.31598940585149443, accuracy: 0.9137 
loss: 0.3151063769931165, accuracy: 0.9129 
loss: 0.315660736154976, accuracy: 0.9127 
loss: 0.3151690735904392, accuracy: 0.913 
loss: 0.3151245385973283, accuracy: 0.913 
loss: 0.3140032038009799, accuracy: 0.9134 
loss: 0.3148614676636183, accuracy: 0.9131 
loss: 0.31382668036037925, accuracy: 0.9132 
loss: 0.31312444089972985, accuracy: 0.9135 
loss: 0.3137489726557505, accuracy: 0.9137 
loss: 0.3130767746036663, accuracy: 0.9126 
loss: 0.3128643875804789, accuracy: 0.9144 
loss: 0.3123576185175881, accuracy: 0.9138 
loss: 0.3123720648032603, accuracy: 0.9142 
loss: 0.31186355959021866, accuracy: 0.9139 
loss: 0.31246051100810845, accuracy: 0.9141 
loss: 0.311366647453969, accuracy: 0.9145 
loss: 0.3116112296838524, accuracy: 0.9141 
loss: 0.3110008253198841, accuracy: 0.9133 
loss: 0.31125466608489216, accuracy: 0.9147 
loss: 0.31064296759689874, accuracy: 0.9135 
loss: 0.3113208645876637, accuracy: 0.9143 
loss: 0.3103069307339732, accuracy: 0.9143 
loss: 0.3108738531062829, accuracy: 0.9152 
loss: 0.30987304360604195, accuracy: 0.9139 
loss: 0.31125586855893483, accuracy: 0.9141 
loss: 0.3097572849284534, accuracy: 0.9138 
loss: 0.31035544780526536, accuracy: 0.9145 
loss: 0.3093980276251677, accuracy: 0.9149 
loss: 0.30938837450540657, accuracy: 0.9147 
loss: 0.30914917986818624, accuracy: 0.9152 
loss: 0.3092810838264974, accuracy: 0.9155 
loss: 0.3092507148598002, accuracy: 0.9137 
loss: 0.3087373166557181, accuracy: 0.9147 
loss: 0.3085805799979062, accuracy: 0.9144 
loss: 0.3072992035202644, accuracy: 0.9161 
loss: 0.30666175033679094, accuracy: 0.9155 
loss: 0.3058422301743728, accuracy: 0.9163 
loss: 0.30648811620825217, accuracy: 0.9156 
loss: 0.3057642131251021, accuracy: 0.9155 
loss: 0.3065101430690977, accuracy: 0.9161 
loss: 0.30538597325751926, accuracy: 0.9156 
loss: 0.30429852421760734, accuracy: 0.9167 
loss: 0.3043684266279099, accuracy: 0.9163 
loss: 0.3047811098007264, accuracy: 0.9156 
loss: 0.30411953308674655, accuracy: 0.9165 
loss: 0.3042120359542062, accuracy: 0.9163 
loss: 0.3038203670991768, accuracy: 0.9164 
loss: 0.3031771719316971, accuracy: 0.9172 
loss: 0.30391189481314423, accuracy: 0.917 
loss: 0.30274922022980144, accuracy: 0.9168 
loss: 0.3035450128855673, accuracy: 0.9167 
loss: 0.30293832564378964, accuracy: 0.9162 
loss: 0.30303925802000453, accuracy: 0.9166 
loss: 0.30298602098284827, accuracy: 0.9174 
loss: 0.30288375688073704, accuracy: 0.916 
loss: 0.30280409108014117, accuracy: 0.9171 
loss: 0.3023281228571295, accuracy: 0.9168 
loss: 0.3023848159835836, accuracy: 0.9172 
loss: 0.30239454909284896, accuracy: 0.9156 
loss: 0.30157504254270123, accuracy: 0.9182 
loss: 0.30253840656747366, accuracy: 0.9156 
loss: 0.3017554898789127, accuracy: 0.9167 
loss: 0.3015227749430228, accuracy: 0.9167 
loss: 0.3013977041562348, accuracy: 0.9179 
loss: 0.30145986154648235, accuracy: 0.917 
loss: 0.3011810175020348, accuracy: 0.9164 
loss: 0.3010104308789732, accuracy: 0.9183 
loss: 0.3012188463329805, accuracy: 0.9168 
loss: 0.30086242739772284, accuracy: 0.9173 
loss: 0.30075995770402847, accuracy: 0.9167 
loss: 0.3009716265478992, accuracy: 0.9176 
loss: 0.3003746561397667, accuracy: 0.9172 
loss: 0.30042831129919145, accuracy: 0.9175 
loss: 0.2997949188408153, accuracy: 0.9182 
loss: 0.3004425681456348, accuracy: 0.918 
loss: 0.29927403079377524, accuracy: 0.9172 
loss: 0.2999806039976569, accuracy: 0.9181 
loss: 0.2991083027357958, accuracy: 0.9177 
loss: 0.29973762856637715, accuracy: 0.918 
loss: 0.2987321813340955, accuracy: 0.918 
loss: 0.299599254522526, accuracy: 0.9173 
loss: 0.2988824829855497, accuracy: 0.918 
loss: 0.2989247674687864, accuracy: 0.9182 
loss: 0.29868359795861116, accuracy: 0.9182 
loss: 0.2985001363588438, accuracy: 0.9185 
loss: 0.2976485993931361, accuracy: 0.9186 
loss: 0.2978560886277186, accuracy: 0.9189 
loss: 0.2977135020666908, accuracy: 0.9184 
loss: 0.29775397052844366, accuracy: 0.9193 
loss: 0.2970102236785769, accuracy: 0.9183 
loss: 0.29723110628617044, accuracy: 0.919 
loss: 0.29657257767639766, accuracy: 0.9187 
loss: 0.2961239898692152, accuracy: 0.9195 
loss: 0.29597094539034924, accuracy: 0.9193 
loss: 0.29619603230913094, accuracy: 0.9198 
loss: 0.2961930207010749, accuracy: 0.919 
loss: 0.2959327897661044, accuracy: 0.9192 
loss: 0.2964165859362988, accuracy: 0.9186 
loss: 0.2958100979467191, accuracy: 0.9191 
loss: 0.2958923847642727, accuracy: 0.9184 
loss: 0.29578598995832484, accuracy: 0.9195 
loss: 0.2955249632423233, accuracy: 0.9185 
loss: 0.2948037730408173, accuracy: 0.9196 
loss: 0.29502670133347314, accuracy: 0.9188 
loss: 0.2949135537700431, accuracy: 0.9193 
loss: 0.2951428323871388, accuracy: 0.9185 
loss: 0.2939148888422, accuracy: 0.9189 
loss: 0.2947073628271723, accuracy: 0.919 
loss: 0.2938179539969547, accuracy: 0.9194 
loss: 0.2944657161385353, accuracy: 0.9194 
loss: 0.2936235588607707, accuracy: 0.919 
loss: 0.29433625846802886, accuracy: 0.9192 
loss: 0.2938680021768086, accuracy: 0.92 
loss: 0.2939017871584549, accuracy: 0.919 
loss: 0.2934756885408879, accuracy: 0.919 
loss: 0.29241872906978167, accuracy: 0.9195 
loss: 0.2918847173368097, accuracy: 0.9201 
loss: 0.2919874366965706, accuracy: 0.9205 
loss: 0.29165995181903226, accuracy: 0.9199 
loss: 0.2919967294304938, accuracy: 0.9201 
loss: 0.29169234308296826, accuracy: 0.919 
loss: 0.2910314759596093, accuracy: 0.9209 
loss: 0.2909299042401971, accuracy: 0.9191 
loss: 0.2912875133881854, accuracy: 0.9208 
loss: 0.29147996679378274, accuracy: 0.92 
loss: 0.2904074148576907, accuracy: 0.9202 
loss: 0.28987910847045834, accuracy: 0.9206 
loss: 0.29097596765100536, accuracy: 0.9203 
loss: 0.28952335314528654, accuracy: 0.9199 
loss: 0.29071902135123934, accuracy: 0.9208 
loss: 0.2895861720551189, accuracy: 0.9204 
loss: 0.2906711389097773, accuracy: 0.9208 
loss: 0.2893755102814299, accuracy: 0.9201 
loss: 0.29013217944491787, accuracy: 0.92 
loss: 0.28936667018830414, accuracy: 0.9207 
loss: 0.2898822023352067, accuracy: 0.9205 
loss: 0.2894097158774679, accuracy: 0.9202 
loss: 0.2885226014810109, accuracy: 0.9213 
loss: 0.2886201955505775, accuracy: 0.9208 
loss: 0.2881735536217752, accuracy: 0.9211 
loss: 0.2883897270470422, accuracy: 0.9199 
loss: 0.2882797143565669, accuracy: 0.921 
loss: 0.28836921023203915, accuracy: 0.9206 
loss: 0.28798477291561536, accuracy: 0.9213 
loss: 0.2874821403804725, accuracy: 0.9206 
loss: 0.28815315496442484, accuracy: 0.9212 
loss: 0.2874037463444236, accuracy: 0.9214 
loss: 0.28773734681692753, accuracy: 0.9207 
loss: 0.2884243908379949, accuracy: 0.9208 
loss: 0.28853967231650685, accuracy: 0.92 
loss: 0.28776054603746715, accuracy: 0.9209 
loss: 0.2886297968377475, accuracy: 0.9214 
loss: 0.28787005439292396, accuracy: 0.9204 
loss: 0.28814269839049117, accuracy: 0.9207 
loss: 0.28799952261971346, accuracy: 0.9211 
loss: 0.2881161951884704, accuracy: 0.921 
loss: 0.28782702257493786, accuracy: 0.9204 
loss: 0.28781115697910237, accuracy: 0.9212 
loss: 0.28707479671099434, accuracy: 0.9208 
loss: 0.28728507565549055, accuracy: 0.9213 
loss: 0.2869883768180792, accuracy: 0.9202 
loss: 0.2866543735311278, accuracy: 0.9214 
loss: 0.287708022879709, accuracy: 0.9205 
loss: 0.2866714630504176, accuracy: 0.9208 
loss: 0.28614651415063425, accuracy: 0.9211 
loss: 0.2864218308545693, accuracy: 0.9212 
loss: 0.28607719475961696, accuracy: 0.9212 
loss: 0.2862051446736244, accuracy: 0.9212 
loss: 0.2856136310607577, accuracy: 0.9211 
loss: 0.2857784188627933, accuracy: 0.9213 
loss: 0.28611316806953935, accuracy: 0.9208 
loss: 0.28593744000994903, accuracy: 0.9217 
loss: 0.28523352572055294, accuracy: 0.9207 
loss: 0.28585542048258433, accuracy: 0.9216 
loss: 0.2851190174448358, accuracy: 0.9213 
loss: 0.2858207300063725, accuracy: 0.9214 
loss: 0.28602026744766273, accuracy: 0.921 
loss: 0.28558562207544674, accuracy: 0.9217 
loss: 0.28635487112279834, accuracy: 0.9204 
loss: 0.28551388505819575, accuracy: 0.9217 
