loss: 0.6931471805599454, accuracy: 0.7512278978388998 
loss: 0.32911231871952507, accuracy: 0.849705304518664 
loss: 0.3306988541014706, accuracy: 0.8465127701375246 
loss: 0.33152341058277934, accuracy: 0.8465127701375246 
loss: 0.3301225803444349, accuracy: 0.8492141453831041 
loss: 0.32894188081968506, accuracy: 0.8484774066797642 
loss: 0.3288893572724873, accuracy: 0.8477406679764243 
loss: 0.32854371086550327, accuracy: 0.8489685658153242 
loss: 0.32784481253156084, accuracy: 0.850196463654224 
loss: 0.32982011691755236, accuracy: 0.8482318271119843 
loss: 0.32834290785209536, accuracy: 0.8479862475442044 
loss: 0.32968022644635525, accuracy: 0.8477406679764243 
loss: 0.3280603007838129, accuracy: 0.8489685658153242 
loss: 0.3296768279359841, accuracy: 0.8482318271119843 
loss: 0.33011444010381336, accuracy: 0.8467583497053045 
loss: 0.3293733826681981, accuracy: 0.8484774066797642 
loss: 0.33003468603091873, accuracy: 0.8465127701375246 
loss: 0.3285017909236875, accuracy: 0.8489685658153242 
loss: 0.3284092179075836, accuracy: 0.8489685658153242 
loss: 0.3277283131630646, accuracy: 0.8467583497053045 
loss: 0.32789625531320765, accuracy: 0.850196463654224 
loss: 0.32989071895777194, accuracy: 0.8477406679764243 
loss: 0.3293377952921551, accuracy: 0.8484774066797642 
loss: 0.33041872491569446, accuracy: 0.8472495088408645 
loss: 0.32867448644418956, accuracy: 0.8482318271119843 
loss: 0.3294560468534798, accuracy: 0.8482318271119843 
loss: 0.32953067721680745, accuracy: 0.8472495088408645 
loss: 0.32861299938005645, accuracy: 0.8484774066797642 
loss: 0.3281135424552627, accuracy: 0.849705304518664 
loss: 0.3282248968779981, accuracy: 0.8470039292730844 
loss: 0.3277504051475995, accuracy: 0.8516699410609038 
loss: 0.32833058625467887, accuracy: 0.8489685658153242 
loss: 0.3299571917252919, accuracy: 0.8487229862475442 
loss: 0.3300664967390989, accuracy: 0.8494597249508841 
loss: 0.3295454992649444, accuracy: 0.8514243614931237 
loss: 0.3297203124325309, accuracy: 0.8487229862475442 
loss: 0.32911966051821384, accuracy: 0.849950884086444 
loss: 0.33033334764428723, accuracy: 0.8494597249508841 
loss: 0.3280624850156457, accuracy: 0.8492141453831041 
loss: 0.3283816868028161, accuracy: 0.849705304518664 
loss: 0.3276092434922647, accuracy: 0.8484774066797642 
loss: 0.32845760721356176, accuracy: 0.8482318271119843 
loss: 0.3281090380835507, accuracy: 0.8506876227897839 
loss: 0.32806843924577184, accuracy: 0.8494597249508841 
loss: 0.3284695962115998, accuracy: 0.8479862475442044 
loss: 0.3300517918909948, accuracy: 0.8479862475442044 
loss: 0.3281408827567689, accuracy: 0.8494597249508841 
loss: 0.3285228459851287, accuracy: 0.8484774066797642 
loss: 0.3302917844122748, accuracy: 0.8487229862475442 
loss: 0.32859469575404143, accuracy: 0.8484774066797642 
loss: 0.3297852472879625, accuracy: 0.849705304518664 
loss: 0.3311611028177765, accuracy: 0.8479862475442044 
loss: 0.33023806491189744, accuracy: 0.8487229862475442 
loss: 0.32924846225144155, accuracy: 0.8474950884086444 
loss: 0.32885362796814366, accuracy: 0.8489685658153242 
loss: 0.32981827967605526, accuracy: 0.8470039292730844 
loss: 0.3299013355385406, accuracy: 0.8506876227897839 
loss: 0.32870304942726336, accuracy: 0.8474950884086444 
loss: 0.32847102407767087, accuracy: 0.849950884086444 
loss: 0.32797784320924145, accuracy: 0.8474950884086444 
loss: 0.32922058025203915, accuracy: 0.849705304518664 
loss: 0.32857304784588826, accuracy: 0.8489685658153242 
loss: 0.3295190470618061, accuracy: 0.8511787819253438 
loss: 0.3287378533969584, accuracy: 0.8472495088408645 
loss: 0.3280848123771048, accuracy: 0.8484774066797642 
loss: 0.328280208231068, accuracy: 0.8494597249508841 
loss: 0.32831439106475246, accuracy: 0.8479862475442044 
loss: 0.3301594207636087, accuracy: 0.8467583497053045 
loss: 0.32920431010667467, accuracy: 0.8470039292730844 
loss: 0.3289070087688571, accuracy: 0.8474950884086444 
loss: 0.3278185370767018, accuracy: 0.850196463654224 
loss: 0.3281654999669472, accuracy: 0.8489685658153242 
loss: 0.33036374507671784, accuracy: 0.850196463654224 
loss: 0.3279872522569362, accuracy: 0.8472495088408645 
loss: 0.3284358926100325, accuracy: 0.8487229862475442 
loss: 0.32846450509074676, accuracy: 0.8494597249508841 
loss: 0.3299119099792959, accuracy: 0.8489685658153242 
loss: 0.33113689803881224, accuracy: 0.8472495088408645 
loss: 0.3283676977096936, accuracy: 0.849950884086444 
loss: 0.329225743894834, accuracy: 0.8489685658153242 
loss: 0.32774400131697395, accuracy: 0.8506876227897839 
loss: 0.3305078549639534, accuracy: 0.8487229862475442 
loss: 0.32893150159643636, accuracy: 0.8509332023575639 
loss: 0.3292217062414846, accuracy: 0.8487229862475442 
loss: 0.328566191703164, accuracy: 0.8509332023575639 
loss: 0.3296723945189692, accuracy: 0.8489685658153242 
loss: 0.3288022308197173, accuracy: 0.8477406679764243 
loss: 0.3285335559866268, accuracy: 0.8472495088408645 
loss: 0.32749059579283146, accuracy: 0.849950884086444 
loss: 0.32760950328861727, accuracy: 0.8492141453831041 
loss: 0.32771688248104597, accuracy: 0.8509332023575639 
loss: 0.32825963385808477, accuracy: 0.8484774066797642 
loss: 0.3294321560645972, accuracy: 0.8516699410609038 
loss: 0.32977246076947686, accuracy: 0.8487229862475442 
loss: 0.3289998752223364, accuracy: 0.8477406679764243 
loss: 0.3283927720470174, accuracy: 0.8479862475442044 
loss: 0.32893203947440586, accuracy: 0.8484774066797642 
loss: 0.32874027807400624, accuracy: 0.850196463654224 
loss: 0.32907723890638335, accuracy: 0.850196463654224 
loss: 0.3291777806405825, accuracy: 0.8494597249508841 
loss: 0.33099005951267335, accuracy: 0.8482318271119843 
loss: 0.33016235544792755, accuracy: 0.8470039292730844 
loss: 0.3304695366399145, accuracy: 0.8465127701375246 
loss: 0.33008586921902766, accuracy: 0.8470039292730844 
loss: 0.32936545145531143, accuracy: 0.8509332023575639 
loss: 0.33044435107692094, accuracy: 0.8474950884086444 
loss: 0.3287244175997156, accuracy: 0.8506876227897839 
loss: 0.32953368157507534, accuracy: 0.8484774066797642 
loss: 0.33014579685192136, accuracy: 0.8514243614931237 
loss: 0.3308002782278852, accuracy: 0.8487229862475442 
loss: 0.32898390980918746, accuracy: 0.8484774066797642 
loss: 0.3286731943113735, accuracy: 0.8504420432220039 
loss: 0.32928439248705604, accuracy: 0.8509332023575639 
loss: 0.3301967039060878, accuracy: 0.8492141453831041 
loss: 0.32912719175164107, accuracy: 0.849950884086444 
loss: 0.3286030675852137, accuracy: 0.8477406679764243 
loss: 0.32872537518409684, accuracy: 0.8509332023575639 
loss: 0.32786307401665393, accuracy: 0.8489685658153242 
loss: 0.3283034106035605, accuracy: 0.8479862475442044 
loss: 0.3286732796082422, accuracy: 0.8487229862475442 
loss: 0.3297089857657435, accuracy: 0.8516699410609038 
loss: 0.32980113635388497, accuracy: 0.8477406679764243 
loss: 0.3285247390374027, accuracy: 0.8487229862475442 
loss: 0.32850144318903085, accuracy: 0.8472495088408645 
loss: 0.32812218909835567, accuracy: 0.8487229862475442 
loss: 0.32813062792596825, accuracy: 0.8492141453831041 
loss: 0.3297365404735292, accuracy: 0.8506876227897839 
loss: 0.32915464856137344, accuracy: 0.849705304518664 
loss: 0.3314595691818732, accuracy: 0.8484774066797642 
loss: 0.3298181469289739, accuracy: 0.8484774066797642 
loss: 0.3281869921638825, accuracy: 0.8509332023575639 
loss: 0.3291751093637638, accuracy: 0.8484774066797642 
loss: 0.3298221091140102, accuracy: 0.849705304518664 
loss: 0.3291659928910265, accuracy: 0.8484774066797642 
loss: 0.3305233065187336, accuracy: 0.8479862475442044 
loss: 0.33023960669557817, accuracy: 0.8492141453831041 
loss: 0.3292521183299703, accuracy: 0.8472495088408645 
loss: 0.32907878743371066, accuracy: 0.8474950884086444 
loss: 0.3300183260898797, accuracy: 0.8494597249508841 
loss: 0.32960842768210824, accuracy: 0.850196463654224 
loss: 0.33030831007256306, accuracy: 0.8470039292730844 
loss: 0.3285245722997786, accuracy: 0.849705304518664 
loss: 0.328758815876798, accuracy: 0.8514243614931237 
loss: 0.3296059407902213, accuracy: 0.8482318271119843 
loss: 0.32817243281695024, accuracy: 0.8492141453831041 
loss: 0.33039274826587545, accuracy: 0.8470039292730844 
loss: 0.3301007600569985, accuracy: 0.8494597249508841 
loss: 0.3297570733424085, accuracy: 0.8487229862475442 
loss: 0.3313709137997552, accuracy: 0.8479862475442044 
loss: 0.33098383834820605, accuracy: 0.8482318271119843 
loss: 0.3297207915111977, accuracy: 0.849705304518664 
loss: 0.3311137698898929, accuracy: 0.8484774066797642 
loss: 0.3284898197605047, accuracy: 0.849950884086444 
loss: 0.3293864348082227, accuracy: 0.8465127701375246 
loss: 0.3299277896255912, accuracy: 0.8460216110019646 
loss: 0.3284908063051415, accuracy: 0.8482318271119843 
loss: 0.32856813527927975, accuracy: 0.8514243614931237 
loss: 0.32874517256802305, accuracy: 0.8465127701375246 
loss: 0.32849625625280904, accuracy: 0.850196463654224 
loss: 0.32951423363357635, accuracy: 0.8474950884086444 
loss: 0.32816158409915885, accuracy: 0.8511787819253438 
loss: 0.3288679038752604, accuracy: 0.8492141453831041 
loss: 0.3288804185564056, accuracy: 0.8506876227897839 
loss: 0.32830640941640116, accuracy: 0.8472495088408645 
loss: 0.32912865196004715, accuracy: 0.8482318271119843 
loss: 0.32900937591913815, accuracy: 0.8487229862475442 
loss: 0.3297568901430297, accuracy: 0.849705304518664 
loss: 0.3279670079136091, accuracy: 0.8477406679764243 
loss: 0.3305099494607669, accuracy: 0.8477406679764243 
loss: 0.3291525311128281, accuracy: 0.8479862475442044 
loss: 0.3288676704035858, accuracy: 0.8504420432220039 
loss: 0.32991671628181835, accuracy: 0.8460216110019646 
loss: 0.3287834302804075, accuracy: 0.849950884086444 
loss: 0.3280169568436726, accuracy: 0.8487229862475442 
loss: 0.32836935659247646, accuracy: 0.8506876227897839 
loss: 0.328596200165643, accuracy: 0.849950884086444 
loss: 0.32851619346399763, accuracy: 0.8492141453831041 
loss: 0.3285109012949946, accuracy: 0.8484774066797642 
loss: 0.3293657090608795, accuracy: 0.8504420432220039 
loss: 0.3287240344204995, accuracy: 0.8482318271119843 
loss: 0.3285041707232258, accuracy: 0.8494597249508841 
loss: 0.3280337146972437, accuracy: 0.8484774066797642 
loss: 0.33040570334311287, accuracy: 0.8514243614931237 
loss: 0.3288833603609271, accuracy: 0.8489685658153242 
loss: 0.3299969797392196, accuracy: 0.8506876227897839 
loss: 0.32994683422850446, accuracy: 0.8494597249508841 
loss: 0.3314282523396353, accuracy: 0.8470039292730844 
loss: 0.3289125830519688, accuracy: 0.8482318271119843 
loss: 0.32982601285114427, accuracy: 0.8482318271119843 
loss: 0.3287256697165915, accuracy: 0.8484774066797642 
loss: 0.3284793920918096, accuracy: 0.8521611001964636 
loss: 0.32940247814364276, accuracy: 0.8479862475442044 
loss: 0.3282496719304355, accuracy: 0.849950884086444 
loss: 0.3301049276513847, accuracy: 0.8477406679764243 
loss: 0.32900899469515205, accuracy: 0.850196463654224 
loss: 0.32854697038795316, accuracy: 0.8504420432220039 
loss: 0.3300056909325437, accuracy: 0.8467583497053045 
loss: 0.3283592440764726, accuracy: 0.8494597249508841 
loss: 0.32733051459040735, accuracy: 0.8489685658153242 
loss: 0.3288376417978227, accuracy: 0.8482318271119843 
loss: 0.32935906967215145, accuracy: 0.8526522593320236 
loss: 0.32809976843550775, accuracy: 0.8484774066797642 
loss: 0.3294840975716203, accuracy: 0.849705304518664 
loss: 0.3289005020381486, accuracy: 0.849950884086444 
loss: 0.3283768254558182, accuracy: 0.849950884086444 
loss: 0.328918636643167, accuracy: 0.8474950884086444 
loss: 0.32917807627982654, accuracy: 0.849705304518664 
loss: 0.3302458477073163, accuracy: 0.8484774066797642 
loss: 0.32842118458977354, accuracy: 0.8519155206286837 
loss: 0.3305733721666125, accuracy: 0.8492141453831041 
loss: 0.33070273382094756, accuracy: 0.8482318271119843 
loss: 0.32910931797721676, accuracy: 0.8514243614931237 
loss: 0.32767645631062803, accuracy: 0.849705304518664 
loss: 0.32840251985125746, accuracy: 0.8489685658153242 
loss: 0.33037868047701285, accuracy: 0.8487229862475442 
loss: 0.32806954000652927, accuracy: 0.8482318271119843 
loss: 0.32851341218638463, accuracy: 0.8487229862475442 
loss: 0.3281329268719093, accuracy: 0.8482318271119843 
loss: 0.32970844802772936, accuracy: 0.8487229862475442 
