loss: 0.810565173625946, accuracy: 0.5822691321372986 
loss: 0.34839680790901184, accuracy: 0.8497052788734436 
loss: 0.3482317328453064, accuracy: 0.8492141366004944 
loss: 0.34814953804016113, accuracy: 0.8489685654640198 
loss: 0.3479863703250885, accuracy: 0.8474950790405273 
loss: 0.3474143147468567, accuracy: 0.8479862213134766 
loss: 0.3473025858402252, accuracy: 0.8492141366004944 
loss: 0.34756138920783997, accuracy: 0.8460215926170349 
loss: 0.34696176648139954, accuracy: 0.8487229943275452 
loss: 0.34671494364738464, accuracy: 0.849459707736969 
loss: 0.3462495505809784, accuracy: 0.849950909614563 
loss: 0.3458673357963562, accuracy: 0.849459707736969 
loss: 0.34561362862586975, accuracy: 0.8489685654640198 
loss: 0.3457435965538025, accuracy: 0.8497052788734436 
loss: 0.34515753388404846, accuracy: 0.8501964807510376 
loss: 0.34456950426101685, accuracy: 0.8492141366004944 
loss: 0.3441236615180969, accuracy: 0.849459707736969 
loss: 0.34428295493125916, accuracy: 0.8487229943275452 
loss: 0.34415557980537415, accuracy: 0.847740650177002 
loss: 0.34388038516044617, accuracy: 0.8470039367675781 
loss: 0.3438274562358856, accuracy: 0.8472495079040527 
loss: 0.34348437190055847, accuracy: 0.847740650177002 
loss: 0.3432384133338928, accuracy: 0.847740650177002 
loss: 0.3434324264526367, accuracy: 0.8470039367675781 
loss: 0.3426106870174408, accuracy: 0.848231852054596 
loss: 0.34270918369293213, accuracy: 0.8467583656311035 
loss: 0.3419952690601349, accuracy: 0.8484774231910706 
loss: 0.3414652347564697, accuracy: 0.8492141366004944 
loss: 0.3410092294216156, accuracy: 0.8474950790405273 
loss: 0.34073978662490845, accuracy: 0.8479862213134766 
loss: 0.3406672775745392, accuracy: 0.8472495079040527 
loss: 0.34033453464508057, accuracy: 0.8470039367675781 
loss: 0.3398497402667999, accuracy: 0.8487229943275452 
loss: 0.33954522013664246, accuracy: 0.8479862213134766 
loss: 0.3394020199775696, accuracy: 0.8479862213134766 
loss: 0.33932697772979736, accuracy: 0.8472495079040527 
loss: 0.339127779006958, accuracy: 0.8487229943275452 
loss: 0.33898648619651794, accuracy: 0.848231852054596 
loss: 0.3386465013027191, accuracy: 0.8489685654640198 
loss: 0.33836203813552856, accuracy: 0.8487229943275452 
loss: 0.33848974108695984, accuracy: 0.8492141366004944 
loss: 0.3382960557937622, accuracy: 0.8492141366004944 
loss: 0.33830443024635315, accuracy: 0.849459707736969 
loss: 0.3384332060813904, accuracy: 0.8501964807510376 
loss: 0.33797529339790344, accuracy: 0.8506876230239868 
loss: 0.3376009166240692, accuracy: 0.8489685654640198 
loss: 0.3374709188938141, accuracy: 0.849459707736969 
loss: 0.33756762742996216, accuracy: 0.849950909614563 
loss: 0.3376716375350952, accuracy: 0.8492141366004944 
loss: 0.3376908302307129, accuracy: 0.8489685654640198 
loss: 0.3374745845794678, accuracy: 0.8489685654640198 
loss: 0.3370785713195801, accuracy: 0.8506876230239868 
loss: 0.3366430103778839, accuracy: 0.851178765296936 
loss: 0.33650559186935425, accuracy: 0.8514243364334106 
loss: 0.33643868565559387, accuracy: 0.85166996717453 
loss: 0.33669644594192505, accuracy: 0.8506876230239868 
loss: 0.3368040919303894, accuracy: 0.8509331941604614 
loss: 0.3369387686252594, accuracy: 0.8514243364334106 
loss: 0.33702021837234497, accuracy: 0.8524066805839539 
loss: 0.33709123730659485, accuracy: 0.8519155383110046 
loss: 0.33688294887542725, accuracy: 0.8524066805839539 
loss: 0.33688655495643616, accuracy: 0.8531433939933777 
loss: 0.3365485370159149, accuracy: 0.8533890247344971 
loss: 0.33605581521987915, accuracy: 0.8528978228569031 
loss: 0.33627641201019287, accuracy: 0.8531433939933777 
loss: 0.33585837483406067, accuracy: 0.8501964807510376 
loss: 0.33566516637802124, accuracy: 0.851178765296936 
loss: 0.3357054591178894, accuracy: 0.8514243364334106 
loss: 0.3359307050704956, accuracy: 0.85166996717453 
loss: 0.3356468379497528, accuracy: 0.8514243364334106 
loss: 0.33529365062713623, accuracy: 0.8509331941604614 
loss: 0.33502817153930664, accuracy: 0.851178765296936 
loss: 0.3347086012363434, accuracy: 0.8509331941604614 
loss: 0.3346647322177887, accuracy: 0.8528978228569031 
loss: 0.3348727226257324, accuracy: 0.8509331941604614 
loss: 0.3345731794834137, accuracy: 0.8506876230239868 
loss: 0.3344915509223938, accuracy: 0.849950909614563 
loss: 0.33430203795433044, accuracy: 0.8501964807510376 
loss: 0.33417704701423645, accuracy: 0.849459707736969 
loss: 0.33420950174331665, accuracy: 0.8487229943275452 
loss: 0.33401036262512207, accuracy: 0.849950909614563 
loss: 0.33431655168533325, accuracy: 0.849950909614563 
loss: 0.33414188027381897, accuracy: 0.8487229943275452 
loss: 0.33409374952316284, accuracy: 0.8484774231910706 
loss: 0.33405086398124695, accuracy: 0.8484774231910706 
loss: 0.3336983323097229, accuracy: 0.8489685654640198 
loss: 0.3332729637622833, accuracy: 0.849459707736969 
loss: 0.3331095576286316, accuracy: 0.8497052788734436 
loss: 0.3332021236419678, accuracy: 0.8501964807510376 
loss: 0.332916796207428, accuracy: 0.849950909614563 
loss: 0.33324718475341797, accuracy: 0.848231852054596 
loss: 0.33355769515037537, accuracy: 0.848231852054596 
loss: 0.33348947763442993, accuracy: 0.8474950790405273 
loss: 0.3335704207420349, accuracy: 0.8487229943275452 
loss: 0.3336447775363922, accuracy: 0.8489685654640198 
loss: 0.3338211178779602, accuracy: 0.848231852054596 
loss: 0.33399203419685364, accuracy: 0.8489685654640198 
loss: 0.333877295255661, accuracy: 0.8472495079040527 
loss: 0.3340529501438141, accuracy: 0.8484774231910706 
loss: 0.3342190980911255, accuracy: 0.8472495079040527 
loss: 0.3337042033672333, accuracy: 0.8479862213134766 
loss: 0.3336814343929291, accuracy: 0.848231852054596 
loss: 0.3339453637599945, accuracy: 0.848231852054596 
loss: 0.33377015590667725, accuracy: 0.8460215926170349 
loss: 0.33399486541748047, accuracy: 0.8447937369346619 
loss: 0.3335227966308594, accuracy: 0.8452848792076111 
loss: 0.3328682780265808, accuracy: 0.8465127944946289 
loss: 0.33235499262809753, accuracy: 0.8472495079040527 
loss: 0.33245980739593506, accuracy: 0.8479862213134766 
loss: 0.33287513256073, accuracy: 0.8472495079040527 
loss: 0.33229193091392517, accuracy: 0.8465127944946289 
loss: 0.3321346938610077, accuracy: 0.8472495079040527 
loss: 0.331862211227417, accuracy: 0.8467583656311035 
loss: 0.3320383131504059, accuracy: 0.8457760214805603 
loss: 0.3318382501602173, accuracy: 0.8472495079040527 
loss: 0.3318319320678711, accuracy: 0.8470039367675781 
loss: 0.33172696828842163, accuracy: 0.8465127944946289 
loss: 0.3316107392311096, accuracy: 0.848231852054596 
loss: 0.33164340257644653, accuracy: 0.8472495079040527 
loss: 0.33147042989730835, accuracy: 0.8489685654640198 
loss: 0.3315388262271881, accuracy: 0.8467583656311035 
loss: 0.33192989230155945, accuracy: 0.8474950790405273 
loss: 0.33177855610847473, accuracy: 0.8487229943275452 
loss: 0.3312206268310547, accuracy: 0.8472495079040527 
loss: 0.3316824734210968, accuracy: 0.847740650177002 
loss: 0.3320405185222626, accuracy: 0.847740650177002 
loss: 0.33164459466934204, accuracy: 0.8479862213134766 
loss: 0.3320581912994385, accuracy: 0.848231852054596 
loss: 0.33176928758621216, accuracy: 0.8489685654640198 
loss: 0.33132103085517883, accuracy: 0.8487229943275452 
loss: 0.331683486700058, accuracy: 0.849459707736969 
loss: 0.331489235162735, accuracy: 0.8492141366004944 
loss: 0.331364244222641, accuracy: 0.849950909614563 
loss: 0.33083078265190125, accuracy: 0.849459707736969 
loss: 0.3306880593299866, accuracy: 0.8489685654640198 
loss: 0.3302460312843323, accuracy: 0.8487229943275452 
loss: 0.3299941122531891, accuracy: 0.849459707736969 
loss: 0.3298370838165283, accuracy: 0.8489685654640198 
loss: 0.33031877875328064, accuracy: 0.8497052788734436 
loss: 0.33029916882514954, accuracy: 0.8492141366004944 
loss: 0.33072927594184875, accuracy: 0.8479862213134766 
loss: 0.33067014813423157, accuracy: 0.8484774231910706 
loss: 0.330752968788147, accuracy: 0.8487229943275452 
loss: 0.3306509554386139, accuracy: 0.8489685654640198 
loss: 0.3308163285255432, accuracy: 0.848231852054596 
loss: 0.3301081657409668, accuracy: 0.8492141366004944 
loss: 0.3298587501049042, accuracy: 0.849459707736969 
loss: 0.32964518666267395, accuracy: 0.8479862213134766 
loss: 0.3298626244068146, accuracy: 0.8479862213134766 
loss: 0.3297487497329712, accuracy: 0.848231852054596 
loss: 0.3300310969352722, accuracy: 0.8472495079040527 
loss: 0.3298998177051544, accuracy: 0.8474950790405273 
loss: 0.3296157717704773, accuracy: 0.8470039367675781 
