loss: 721.304205417633, accuracy: 0.0938 
loss: 339.33071345090866, accuracy: 0.6287 
loss: 339.5477421283722, accuracy: 0.6211 
loss: 339.1568670272827, accuracy: 0.6288 
loss: 336.40305334329605, accuracy: 0.6281 
loss: 339.40771436691284, accuracy: 0.6218 
loss: 340.2272990345955, accuracy: 0.6203 
loss: 335.310731947422, accuracy: 0.6315 
loss: 336.7915036678314, accuracy: 0.6313 
loss: 337.11794340610504, accuracy: 0.6259 
loss: 338.9921707510948, accuracy: 0.6261 
loss: 335.5935001373291, accuracy: 0.6321 
loss: 337.44922679662704, accuracy: 0.633 
loss: 334.0554801225662, accuracy: 0.6305 
loss: 334.961086332798, accuracy: 0.6322 
loss: 343.71852600574493, accuracy: 0.6223 
loss: 335.11153918504715, accuracy: 0.6333 
loss: 334.9559835791588, accuracy: 0.6339 
loss: 336.1441978216171, accuracy: 0.6252 
loss: 333.53802716732025, accuracy: 0.6353 
loss: 334.58103412389755, accuracy: 0.6316 
loss: 329.9978384375572, accuracy: 0.6411 
loss: 334.1867188215256, accuracy: 0.6332 
loss: 330.6166931986809, accuracy: 0.6394 
loss: 335.84263437986374, accuracy: 0.6327 
loss: 331.29026234149933, accuracy: 0.642 
loss: 334.3685919046402, accuracy: 0.6316 
loss: 334.70746916532516, accuracy: 0.6335 
loss: 331.4544590115547, accuracy: 0.6369 
loss: 332.93348973989487, accuracy: 0.6436 
loss: 332.07791048288345, accuracy: 0.6345 
loss: 330.1017988920212, accuracy: 0.6407 
loss: 334.30505734682083, accuracy: 0.6349 
loss: 335.0519030094147, accuracy: 0.6376 
loss: 328.0301625132561, accuracy: 0.6379 
loss: 331.57998341321945, accuracy: 0.6384 
loss: 328.3671125769615, accuracy: 0.6405 
loss: 327.6184784770012, accuracy: 0.6401 
loss: 331.76843053102493, accuracy: 0.6412 
loss: 332.770626783371, accuracy: 0.6408 
loss: 332.9002442955971, accuracy: 0.6398 
loss: 331.4615298509598, accuracy: 0.6414 
loss: 336.6967306137085, accuracy: 0.6383 
loss: 327.38994777202606, accuracy: 0.6408 
loss: 328.1987592577934, accuracy: 0.6438 
loss: 328.0131222009659, accuracy: 0.645 
loss: 331.4140185713768, accuracy: 0.6428 
loss: 329.43438589572906, accuracy: 0.6429 
loss: 329.8826811015606, accuracy: 0.6443 
loss: 332.9878770709038, accuracy: 0.6367 
loss: 323.99107244610786, accuracy: 0.6458 
loss: 327.3505446612835, accuracy: 0.6432 
loss: 327.58508560061455, accuracy: 0.6446 
loss: 329.85582491755486, accuracy: 0.6429 
loss: 328.27073469758034, accuracy: 0.6466 
loss: 324.66136223077774, accuracy: 0.6493 
loss: 330.05875992774963, accuracy: 0.6456 
loss: 326.748562335968, accuracy: 0.648 
loss: 323.24683380126953, accuracy: 0.6462 
loss: 329.8632963895798, accuracy: 0.6446 
loss: 323.7317063808441, accuracy: 0.6512 
loss: 324.78523364663124, accuracy: 0.6498 
loss: 329.27145144343376, accuracy: 0.6513 
loss: 331.253580391407, accuracy: 0.6471 
loss: 329.5217909812927, accuracy: 0.6476 
loss: 330.30016362667084, accuracy: 0.6482 
loss: 333.89501494169235, accuracy: 0.6496 
loss: 325.8097451329231, accuracy: 0.6487 
loss: 330.7049953341484, accuracy: 0.6455 
loss: 328.1500051319599, accuracy: 0.6455 
loss: 327.8808653950691, accuracy: 0.6546 
loss: 331.6966804563999, accuracy: 0.6469 
loss: 330.1868632733822, accuracy: 0.6501 
loss: 324.3432003855705, accuracy: 0.651 
loss: 332.1682865321636, accuracy: 0.6443 
loss: 326.52869310975075, accuracy: 0.6478 
loss: 324.6310497224331, accuracy: 0.6552 
loss: 331.07022604346275, accuracy: 0.6437 
loss: 326.1335961520672, accuracy: 0.6525 
loss: 331.1683117747307, accuracy: 0.6462 
loss: 331.370180696249, accuracy: 0.6513 
loss: 330.9885264933109, accuracy: 0.6475 
loss: 334.7954885363579, accuracy: 0.6429 
loss: 334.7065853178501, accuracy: 0.6459 
loss: 334.4132736027241, accuracy: 0.6571 
loss: 333.1707213521004, accuracy: 0.6479 
loss: 346.7899711430073, accuracy: 0.6437 
loss: 326.5943478047848, accuracy: 0.6535 
loss: 331.2656477987766, accuracy: 0.6516 
loss: 331.09219747781754, accuracy: 0.6482 
loss: 334.7255448400974, accuracy: 0.6485 
loss: 333.01234394311905, accuracy: 0.6488 
loss: 336.0861603319645, accuracy: 0.6494 
loss: 334.3485083580017, accuracy: 0.6534 
loss: 343.77818271517754, accuracy: 0.6443 
loss: 337.97683241963387, accuracy: 0.6501 
loss: 341.6908246576786, accuracy: 0.6455 
loss: 341.4144213795662, accuracy: 0.6533 
loss: 336.46975898742676, accuracy: 0.6506 
loss: 337.0075911581516, accuracy: 0.6516 
loss: 330.4843840897083, accuracy: 0.6549 
loss: 346.6086686849594, accuracy: 0.6487 
loss: 347.03679955005646, accuracy: 0.6527 
loss: 345.0936346054077, accuracy: 0.6498 
loss: 350.09746304154396, accuracy: 0.6483 
loss: 359.37531384825706, accuracy: 0.644 
loss: 340.23922860622406, accuracy: 0.6425 
loss: 333.75435438752174, accuracy: 0.6508 
loss: 330.0059766471386, accuracy: 0.6526 
loss: 338.0803357362747, accuracy: 0.6516 
loss: 339.5932963192463, accuracy: 0.6538 
loss: 343.4693269729614, accuracy: 0.6517 
loss: 336.61478823423386, accuracy: 0.6542 
loss: 339.7972804605961, accuracy: 0.648 
loss: 339.77935871481895, accuracy: 0.6529 
loss: 345.1641005575657, accuracy: 0.6489 
loss: 348.79057788848877, accuracy: 0.6467 
loss: 345.93789649009705, accuracy: 0.6557 
loss: 349.35678392648697, accuracy: 0.6505 
loss: 351.22116190195084, accuracy: 0.6508 
loss: 349.36131459474564, accuracy: 0.6489 
loss: 339.74081388115883, accuracy: 0.6519 
loss: 337.97106182575226, accuracy: 0.6556 
loss: 339.7605908513069, accuracy: 0.6579 
loss: 346.50482377409935, accuracy: 0.6497 
loss: 341.542171895504, accuracy: 0.6531 
loss: 341.77586191892624, accuracy: 0.6548 
loss: 339.5916955471039, accuracy: 0.6538 
loss: 345.29444390535355, accuracy: 0.6495 
loss: 347.4243343770504, accuracy: 0.6557 
loss: 355.13162994384766, accuracy: 0.6534 
loss: 354.71126490831375, accuracy: 0.6508 
loss: 347.57058694958687, accuracy: 0.6501 
loss: 349.6229901909828, accuracy: 0.6477 
loss: 351.5960440337658, accuracy: 0.6556 
loss: 350.8126042485237, accuracy: 0.65 
loss: 349.7383845746517, accuracy: 0.65 
loss: 341.43512681126595, accuracy: 0.6547 
loss: 349.98265290260315, accuracy: 0.6509 
loss: 354.2630533874035, accuracy: 0.6512 
loss: 360.422234416008, accuracy: 0.6503 
loss: 340.6809694170952, accuracy: 0.6527 
loss: 352.9589250385761, accuracy: 0.6539 
loss: 357.5942583978176, accuracy: 0.6516 
loss: 359.3387618660927, accuracy: 0.648 
loss: 347.99139964580536, accuracy: 0.6536 
loss: 359.3894969820976, accuracy: 0.6537 
loss: 356.6492766737938, accuracy: 0.6467 
loss: 350.8263373672962, accuracy: 0.6511 
loss: 362.4518663287163, accuracy: 0.6503 
loss: 358.73407357931137, accuracy: 0.6518 
loss: 364.4537890255451, accuracy: 0.6478 
loss: 367.34297919273376, accuracy: 0.6525 
loss: 372.042272657156, accuracy: 0.6493 
loss: 350.347887635231, accuracy: 0.6507 
loss: 363.44298231601715, accuracy: 0.6517 
loss: 364.7895498275757, accuracy: 0.6488 
loss: 362.5624290406704, accuracy: 0.6511 
loss: 370.87596666812897, accuracy: 0.6502 
loss: 373.84237015247345, accuracy: 0.6448 
loss: 380.83088582754135, accuracy: 0.6507 
loss: 369.5755889415741, accuracy: 0.6433 
loss: 361.2491650879383, accuracy: 0.6492 
loss: 370.23933255672455, accuracy: 0.6488 
loss: 365.94485476613045, accuracy: 0.651 
loss: 370.9207472205162, accuracy: 0.6482 
loss: 373.4509103000164, accuracy: 0.6471 
loss: 379.9653632044792, accuracy: 0.6457 
loss: 385.7423620522022, accuracy: 0.6462 
loss: 374.18388670682907, accuracy: 0.6491 
loss: 372.1721745431423, accuracy: 0.6474 
loss: 388.32600596547127, accuracy: 0.6427 
loss: 390.10320633649826, accuracy: 0.6476 
loss: 388.46770909428596, accuracy: 0.6431 
loss: 401.00957641005516, accuracy: 0.6432 
loss: 378.6532968580723, accuracy: 0.6439 
loss: 381.1557691395283, accuracy: 0.6454 
loss: 385.24046728014946, accuracy: 0.6422 
loss: 371.5644579231739, accuracy: 0.6452 
loss: 374.2548163831234, accuracy: 0.6452 
loss: 390.5323229432106, accuracy: 0.6409 
loss: 372.3567761480808, accuracy: 0.6455 
loss: 379.1225853562355, accuracy: 0.6466 
loss: 374.5466955602169, accuracy: 0.6459 
loss: 379.513939589262, accuracy: 0.6459 
loss: 379.2836819589138, accuracy: 0.6472 
loss: 399.66898572444916, accuracy: 0.6463 
loss: 386.84422293305397, accuracy: 0.6438 
loss: 393.33986791968346, accuracy: 0.6469 
loss: 387.30499136447906, accuracy: 0.6447 
loss: 390.5018104314804, accuracy: 0.6473 
loss: 371.57175931334496, accuracy: 0.6476 
loss: 387.434913367033, accuracy: 0.6491 
loss: 393.20222359895706, accuracy: 0.6416 
